Cell,month,RUNOFF,BASEFLOW
       553,        12,     4.534,     4.534
       554,         1,     3.431,     3.431
       554,         2,     2.241,     2.183
       554,         3,     6.044,     3.284
       554,         4,    36.984,    10.458
       554,         5,    89.763,    16.220
       554,         6,   105.914,    16.379
       554,         7,   124.570,    17.195
       554,         8,   122.613,    16.723
       554,         9,    96.158,    15.993
       554,        10,    52.393,    14.641
       554,        11,     8.003,     7.621
       554,        12,     4.542,     4.542
       555,         1,     3.466,     3.466
       555,         2,     2.310,     2.228
       555,         3,     3.210,     2.339
       555,         4,    41.795,    10.869
       555,         5,    98.016,    16.539
       555,         6,   115.114,    16.552
       555,         7,   136.767,    17.329
       555,         8,   133.404,    16.913
       555,         9,   102.978,    16.187
       555,        10,    55.356,    14.861
       555,        11,     8.283,     7.758
       555,        12,     4.605,     4.605
       556,         1,     6.286,     6.286
       556,         2,     2.813,     2.813
       556,         3,     2.560,     2.560
       556,         4,    23.329,    21.111
       556,         5,    89.472,    43.169
       556,         6,   114.081,    44.017
       556,         7,   136.030,    46.143
       556,         8,   134.030,    45.356
       556,         9,   102.634,    43.313
       556,        10,    58.541,    40.390
       556,        11,    22.623,    22.575
       556,        12,    10.481,    10.481
       557,         1,     6.290,     6.290
       557,         2,     2.792,     2.792
       557,         3,     2.319,     2.319
       557,         4,    23.663,    20.813
       557,         5,    90.307,    42.866
       557,         6,   115.339,    43.970
       557,         7,   137.911,    46.180
       557,         8,   136.048,    45.310
       557,         9,   103.332,    43.354
       557,        10,    59.402,    40.505
       557,        11,    22.628,    22.590
       557,        12,    10.478,    10.478
       558,         1,     6.098,     6.098
       558,         2,     2.731,     2.731
       558,         3,     2.332,     2.332
       558,         4,    21.103,    16.734
       558,         5,    92.170,    40.590
       558,         6,   126.713,    44.275
       558,         7,   147.323,    46.341
       558,         8,   142.875,    45.448
       558,         9,   107.003,    43.540
       558,        10,    57.667,    39.361
       558,        11,    21.697,    21.658
       558,        12,    10.073,    10.073
       559,         1,     6.085,     6.085
       559,         2,     2.699,     2.699
       559,         3,     2.169,     2.169
       559,         4,    19.054,    14.572
       559,         5,    91.971,    39.828
       559,         6,   128.697,    44.235
       559,         7,   148.751,    46.328
       559,         8,   143.807,    45.376
       559,         9,   107.028,    43.513
       559,        10,    57.708,    39.333
       559,        11,    21.617,    21.585
       559,        12,    10.032,    10.032
       560,         1,     6.297,     3.751
       560,         2,     3.540,     2.529
       560,         3,     3.248,     2.330
       560,         4,     8.824,     3.476
       560,         5,    37.059,     6.765
       560,         6,   194.738,    16.001
       560,         7,   192.972,    17.433
       560,         8,   164.089,    16.891
       560,         9,   117.752,    16.345
       560,        10,    20.777,    10.518
       560,        11,     5.930,     5.685
       560,        12,     3.770,     3.770
       561,         1,     5.715,     3.828
       561,         2,     3.208,     2.547
       561,         3,     2.917,     2.250
       561,         4,    15.972,     4.525
       561,         5,   112.509,    14.588
       561,         6,   137.019,    16.156
       561,         7,   150.450,    17.298
       561,         8,   139.552,    16.672
       561,         9,   104.425,    16.126
       561,        10,    32.244,    11.980
       561,        11,     6.579,     6.345
       561,        12,     4.025,     4.025
       562,         1,     3.490,     3.389
       562,         2,     2.063,     2.062
       562,         3,     2.226,     1.843
       562,         4,    17.847,     5.048
       562,         5,   108.823,    15.330
       562,         6,   125.168,    16.422
       562,         7,   138.546,    17.267
       562,         8,   133.198,    16.639
       562,         9,   101.012,    16.075
       562,        10,    45.832,    13.593
       562,        11,     7.307,     7.075
       562,        12,     4.316,     4.316
       563,         1,     5.951,     5.951
       563,         2,     2.608,     2.608
       563,         3,     1.973,     1.973
       563,         4,    12.350,     9.473
       563,         5,    92.094,    38.406
       563,         6,   128.253,    44.043
       563,         7,   142.673,    46.194
       563,         8,   138.493,    45.055
       563,         9,   103.649,    43.283
       563,        10,    53.244,    37.793
       563,        11,    20.366,    20.343
       563,        12,     9.478,     9.478
       564,         1,     5.892,     5.892
       564,         2,     2.632,     2.632
       564,         3,     2.336,     2.336
       564,         4,    19.767,    15.089
       564,         5,    96.045,    40.231
       564,         6,   130.218,    44.320
       564,         7,   148.941,    46.364
       564,         8,   144.581,    45.442
       564,         9,   107.533,    43.559
       564,        10,    54.518,    38.134
       564,        11,    20.671,    20.640
       564,        12,     9.624,     9.624
       565,         1,     6.092,     6.092
       565,         2,     2.728,     2.728
       565,         3,     2.383,     2.383
       565,         4,    20.264,    15.173
       565,         5,    94.772,    40.167
       565,         6,   131.486,    44.336
       565,         7,   152.751,    46.410
       565,         8,   148.430,    45.505
       565,         9,   109.700,    43.668
       565,        10,    58.198,    39.441
       565,        11,    21.662,    21.630
       565,        12,    10.051,    10.051
       566,         1,     6.384,     6.384
       566,         2,     2.793,     2.793
       566,         3,     2.186,     2.186
       566,         4,    24.268,    20.539
       566,         5,    91.585,    42.392
       566,         6,   118.759,    43.960
       566,         7,   144.469,    46.302
       566,         8,   143.147,    45.405
       566,         9,   105.922,    43.482
       566,        10,    60.019,    40.559
       566,        11,    22.557,    22.528
       566,        12,    10.440,    10.440
       567,         1,     6.153,     6.153
       567,         2,     2.685,     2.685
       567,         3,     2.068,     2.068
       567,         4,    18.684,    13.930
       567,         5,    90.355,    39.210
       567,         6,   128.098,    44.142
       567,         7,   148.696,    46.333
       567,         8,   145.201,    45.391
       567,         9,   106.658,    43.506
       567,        10,    57.235,    39.223
       567,        11,    21.490,    21.463
       567,        12,     9.972,     9.972
       568,         1,     5.853,     5.853
       568,         2,     2.578,     2.578
       568,         3,     2.072,     2.072
       568,         4,    12.932,     9.766
       568,         5,    99.593,    39.067
       568,         6,   138.761,    44.388
       568,         7,   156.151,    46.469
       568,         8,   150.382,    45.534
       568,         9,   109.887,    43.666
       568,        10,    52.052,    36.989
       568,        11,    19.723,    19.694
       568,        12,     9.213,     9.213
       569,         1,     5.127,     5.127
       569,         2,     3.514,     3.514
       569,         3,     4.131,     4.131
       569,         4,     7.859,     7.064
       569,         5,    79.164,    30.325
       569,         6,   155.437,    42.928
       569,         7,   170.044,    46.546
       569,         8,   154.103,    45.481
       569,         9,   111.573,    43.760
       569,        10,    41.424,    33.361
       569,        11,    16.890,    16.859
       569,        12,     7.997,     7.997
       570,         1,     6.744,     6.744
       570,         2,     4.032,     4.032
       570,         3,     3.279,     3.279
       570,         4,    14.771,    11.174
       570,         5,    98.845,    37.604
       570,         6,   137.241,    43.226
       570,         7,   157.485,    46.389
       570,         8,   150.282,    45.378
       570,         9,   110.145,    43.610
       570,        10,    43.558,    34.229
       570,        11,    17.508,    17.483
       570,        12,     8.243,     8.243
       571,         1,     6.100,     6.100
       571,         2,     2.657,     2.657
       571,         3,     2.047,     2.047
       571,         4,    20.213,    15.640
       571,         5,    88.049,    39.470
       571,         6,   123.107,    44.009
       571,         7,   143.221,    46.258
       571,         8,   141.367,    45.287
       571,         9,   103.976,    43.372
       571,        10,    55.999,    38.977
       571,        11,    21.295,    21.271
       571,        12,     9.881,     9.881
       572,         1,     1.482,     1.344
       572,         2,     0.007,     0.007
       572,         3,     1.281,     0.072
       572,         4,    48.542,     8.813
       572,         5,    89.706,    17.902
       572,         6,   108.215,    22.839
       572,         7,   131.322,    28.315
       572,         8,   130.891,    28.683
       572,         9,    98.698,    22.594
       572,        10,    52.128,    13.086
       572,        11,     2.193,     1.901
       572,        12,     0.010,     0.010
       573,         1,     1.439,     1.335
       573,         2,     0.006,     0.006
       573,         3,     9.252,     1.548
       573,         4,    36.602,     6.710
       573,         5,    76.854,    14.973
       573,         6,    92.844,    19.398
       573,         7,   111.977,    24.267
       573,         8,   113.476,    24.827
       573,         9,    87.891,    19.999
       573,        10,    46.608,    11.687
       573,        11,     2.053,     1.717
       573,        12,     0.009,     0.009
       574,         1,     1.421,     1.330
       574,         2,     0.006,     0.006
       574,         3,    13.092,     2.158
       574,         4,    29.482,     5.660
       574,         5,    68.851,    13.291
       574,         6,    83.842,    17.365
       574,         7,   103.733,    22.481
       574,         8,   106.622,    23.304
       574,         9,    81.720,    18.617
       574,        10,    42.036,    10.609
       574,        11,     1.959,     1.564
       574,        12,     0.008,     0.008
       575,         1,     6.056,     6.056
       575,         2,     2.617,     2.617
       575,         3,     1.924,     1.924
       575,         4,    20.581,    18.528
       575,         5,    77.350,    40.792
       575,         6,   100.416,    43.195
       575,         7,   119.737,    45.647
       575,         8,   123.226,    44.692
       575,         9,    92.534,    42.594
       575,        10,    52.683,    38.919
       575,        11,    21.366,    21.347
       575,        12,     9.901,     9.901
       576,         1,     5.966,     5.966
       576,         2,     2.597,     2.597
       576,         3,     1.960,     1.960
       576,         4,    16.920,    13.315
       576,         5,    81.534,    38.096
       576,         6,   115.170,    43.759
       576,         7,   130.294,    45.957
       576,         8,   130.749,    44.995
       576,         9,    97.431,    42.948
       576,        10,    52.550,    38.163
       576,        11,    20.712,    20.692
       576,        12,     9.616,     9.616
       577,         1,     6.019,     6.019
       577,         2,     2.657,     2.657
       577,         3,     2.230,     2.230
       577,         4,    13.358,    10.049
       577,         5,    96.035,    38.819
       577,         6,   135.940,    44.360
       577,         7,   153.933,    46.487
       577,         8,   150.403,    45.575
       577,         9,   109.178,    43.652
       577,        10,    54.222,    38.042
       577,        11,    20.500,    20.473
       577,        12,     9.538,     9.538
       578,         1,     6.558,     6.511
       578,         2,     4.162,     4.136
       578,         3,     3.526,     3.526
       578,         4,     6.566,     6.325
       578,         5,    30.975,    16.286
       578,         6,   185.649,    41.977
       578,         7,   200.707,    46.668
       578,         8,   174.407,    45.723
       578,         9,   121.514,    44.052
       578,        10,    35.484,    30.935
       578,        11,    14.895,    14.867
       578,        12,     7.132,     7.132
       579,         1,     5.804,     5.804
       579,         2,     2.550,     2.550
       579,         3,     2.193,     2.193
       579,         4,    13.212,    10.029
       579,         5,    97.789,    38.992
       579,         6,   135.841,    44.396
       579,         7,   150.849,    46.444
       579,         8,   147.070,    45.486
       579,         9,   107.322,    43.575
       579,        10,    50.972,    36.783
       579,        11,    19.587,    19.557
       579,        12,     9.152,     9.152
       580,         1,     6.295,     6.295
       580,         2,     2.753,     2.753
       580,         3,     2.317,     2.317
       580,         4,    23.331,    20.309
       580,         5,    86.853,    42.239
       580,         6,   112.987,    43.871
       580,         7,   134.663,    46.126
       580,         8,   135.541,    45.224
       580,         9,   100.197,    43.169
       580,        10,    57.176,    40.013
       580,        11,    22.187,    22.157
       580,        12,    10.274,    10.274
       581,         1,     6.264,     6.264
       581,         2,     2.727,     2.727
       581,         3,     2.349,     2.349
       581,         4,    23.293,    20.258
       581,         5,    86.318,    42.126
       581,         6,   112.714,    43.850
       581,         7,   135.967,    46.161
       581,         8,   137.694,    45.348
       581,         9,   101.094,    43.250
       581,        10,    56.994,    40.009
       581,        11,    22.177,    22.148
       581,        12,    10.271,    10.271
       582,         1,     6.268,     6.268
       582,         2,     2.739,     2.739
       582,         3,     4.470,     4.470
       582,         4,    23.825,    20.854
       582,         5,    83.047,    41.613
       582,         6,   111.685,    43.769
       582,         7,   135.576,    46.141
       582,         8,   137.300,    45.302
       582,         9,   100.413,    43.207
       582,        10,    56.847,    39.930
       582,        11,    22.085,    22.059
       582,        12,    10.226,    10.226
       583,         1,     1.595,     1.366
       583,         2,     0.016,     0.012
       583,         3,     6.561,     1.110
       583,         4,    47.009,     9.021
       583,         5,    87.957,    17.572
       583,         6,   107.451,    22.702
       583,         7,   131.625,    28.370
       583,         8,   133.483,    29.191
       583,         9,    99.420,    22.818
       583,        10,    51.134,    12.916
       583,        11,     2.163,     1.862
       583,        12,     0.009,     0.009
       584,         1,     1.482,     1.344
       584,         2,     0.008,     0.007
       584,         3,    10.441,     1.817
       584,         4,    39.547,     7.343
       584,         5,    81.474,    15.726
       584,         6,   102.930,    21.522
       584,         7,   127.470,    27.453
       584,         8,   129.703,    28.333
       584,         9,    96.089,    22.060
       584,        10,    49.814,    12.555
       584,        11,     2.178,     1.830
       584,        12,     0.009,     0.009
       585,         1,     1.436,     1.334
       585,         2,     1.042,     0.199
       585,         3,    10.043,     1.664
       585,         4,    25.685,     4.791
       585,         5,    67.955,    12.377
       585,         6,    89.643,    18.384
       585,         7,   112.623,    24.274
       585,         8,   116.782,    25.432
       585,         9,    87.554,    20.023
       585,        10,    45.433,    11.440
       585,        11,     4.491,     2.169
       585,        12,     0.084,     0.084
       586,         1,     1.436,     1.334
       586,         2,     0.006,     0.006
       586,         3,     7.732,     1.304
       586,         4,    37.314,     7.017
       586,         5,    73.030,    13.459
       586,         6,    88.739,    18.106
       586,         7,   107.352,    23.204
       586,         8,   111.051,    24.167
       586,         9,    83.918,    19.152
       586,        10,    44.263,    11.104
       586,        11,     1.908,     1.619
       586,        12,     0.008,     0.008
       587,         1,     1.422,     1.330
       587,         2,     0.409,     0.086
       587,         3,    11.285,     1.927
       587,         4,    26.935,     5.129
       587,         5,    63.931,    11.371
       587,         6,    80.110,    15.492
       587,         7,   102.462,    21.907
       587,         8,   107.122,    23.245
       587,         9,    78.230,    17.937
       587,        10,    38.726,     9.853
       587,        11,     1.737,     1.418
       587,        12,     0.007,     0.007
       588,         1,     5.972,     5.972
       588,         2,     2.579,     2.579
       588,         3,     1.404,     1.404
       588,         4,    17.977,    15.200
       588,         5,    73.048,    37.281
       588,         6,    97.129,    42.131
       588,         7,   118.332,    45.485
       588,         8,   124.157,    44.281
       588,         9,    88.479,    42.221
       588,        10,    50.978,    38.259
       588,        11,    20.866,    20.857
       588,        12,     9.686,     9.686
       589,         1,     5.660,     5.660
       589,         2,     2.442,     2.442
       589,         3,     1.329,     1.329
       589,         4,     9.751,     6.649
       589,         5,    81.332,    33.847
       589,         6,   117.074,    42.162
       589,         7,   133.304,    45.733
       589,         8,   135.482,    44.400
       589,         9,    95.066,    42.530
       589,        10,    48.349,    36.322
       589,        11,    19.293,    19.284
       589,        12,     9.008,     9.008
       590,         1,     1.422,     1.331
       590,         2,     0.586,     0.076
       590,         3,    10.688,     1.781
       590,         4,    24.497,     4.728
       590,         5,    63.078,    11.303
       590,         6,    82.318,    16.117
       590,         7,   106.745,    22.779
       590,         8,   112.558,    24.410
       590,         9,    82.894,    18.997
       590,        10,    40.962,    10.430
       590,        11,     2.739,     1.688
       590,        12,     0.027,     0.027
       591,         1,     1.430,     1.332
       591,         2,     0.006,     0.006
       591,         3,     0.821,     0.043
       591,         4,    43.308,     7.932
       591,         5,    74.778,    14.028
       591,         6,    88.280,    17.989
       591,         7,   108.217,    23.355
       591,         8,   112.902,    24.543
       591,         9,    84.100,    19.245
       591,        10,    43.609,    10.980
       591,        11,     1.816,     1.579
       591,        12,     0.008,     0.008
       592,         1,     1.510,     1.349
       592,         2,     0.010,     0.008
       592,         3,     1.080,     0.060
       592,         4,    34.978,     5.791
       592,         5,    94.202,    18.198
       592,         6,   109.123,    22.728
       592,         7,   129.127,    27.852
       592,         8,   130.397,    28.430
       592,         9,    95.555,    21.967
       592,        10,    44.018,    11.417
       592,        11,     1.837,     1.580
       592,        12,     0.008,     0.008
       593,         1,     1.481,     1.344
       593,         2,     0.008,     0.007
       593,         3,     1.214,     0.068
       593,         4,    43.718,     7.818
       593,         5,    86.322,    16.496
       593,         6,   101.897,    21.393
       593,         7,   123.085,    26.597
       593,         8,   126.812,    27.635
       593,         9,    93.994,    21.568
       593,        10,    47.848,    12.110
       593,        11,     2.004,     1.734
       593,        12,     0.009,     0.009
       594,         1,     6.080,     6.080
       594,         2,     2.646,     2.646
       594,         3,     6.289,     6.289
       594,         4,    22.002,    20.205
       594,         5,    70.619,    39.850
       594,         6,    98.829,    43.118
       594,         7,   121.931,    45.741
       594,         8,   128.870,    44.927
       594,         9,    93.576,    42.763
       594,        10,    52.466,    38.899
       594,        11,    21.297,    21.278
       594,        12,     9.870,     9.870
       595,         1,     5.852,     5.852
       595,         2,     2.563,     2.563
       595,         3,     1.546,     1.546
       595,         4,    12.217,     8.873
       595,         5,    89.434,    37.317
       595,         6,   127.954,    43.902
       595,         7,   143.709,    46.293
       595,         8,   144.279,    45.306
       595,         9,   102.130,    43.291
       595,        10,    50.926,    37.257
       595,        11,    19.904,    19.887
       595,        12,     9.273,     9.273
       596,         1,     3.651,     3.543
       596,         2,     2.161,     2.160
       596,         3,     2.322,     1.886
       596,         4,    43.406,    10.389
       596,         5,    97.011,    16.210
       596,         6,   119.642,    16.502
       596,         7,   147.295,    17.396
       596,         8,   149.403,    17.011
       596,         9,   105.760,    16.276
       596,        10,    54.792,    14.761
       596,        11,     7.866,     7.608
       596,        12,     4.539,     4.539
       597,         1,     3.585,     3.510
       597,         2,     2.138,     2.138
       597,         3,     2.184,     1.825
       597,         4,    29.738,     7.746
       597,         5,    98.286,    15.435
       597,         6,   122.860,    16.435
       597,         7,   144.704,    17.359
       597,         8,   145.676,    16.914
       597,         9,   103.019,    16.196
       597,        10,    54.396,    14.704
       597,        11,     7.789,     7.573
       597,        12,     4.524,     4.524
       598,         1,     3.461,     3.399
       598,         2,     2.068,     2.068
       598,         3,     1.957,     1.700
       598,         4,    28.886,     6.815
       598,         5,   100.573,    15.202
       598,         6,   122.484,    16.342
       598,         7,   140.245,    17.292
       598,         8,   140.296,    16.741
       598,         9,    99.845,    16.098
       598,        10,    48.247,    13.966
       598,        11,     7.426,     7.229
       598,        12,     4.375,     4.375
       599,         1,     3.401,     3.331
       599,         2,     2.025,     2.025
       599,         3,     1.821,     1.625
       599,         4,    17.498,     4.612
       599,         5,   107.848,    14.900
       599,         6,   127.332,    16.261
       599,         7,   142.770,    17.269
       599,         8,   142.212,    16.686
       599,         9,   100.192,    16.076
       599,        10,    43.393,    13.357
       599,        11,     7.129,     6.950
       599,        12,     4.265,     4.265
       600,         1,     3.478,     3.429
       600,         2,     2.088,     2.088
       600,         3,     1.820,     1.655
       600,         4,    39.202,     9.531
       600,         5,    87.662,    15.577
       600,         6,   105.152,    16.083
       600,         7,   128.209,    17.191
       600,         8,   132.783,    16.590
       600,         9,    94.013,    15.934
       600,        10,    48.947,    14.250
       600,        11,     7.541,     7.368
       600,        12,     4.434,     4.434
       601,         1,     3.416,     3.379
       601,         2,     2.395,     2.224
       601,         3,     9.714,     4.506
       601,         4,    29.115,     8.993
       601,         5,    72.978,    14.828
       601,         6,    92.513,    15.726
       601,         7,   116.112,    17.034
       601,         8,   122.570,    16.341
       601,         9,    86.462,    15.680
       601,        10,    45.192,    13.914
       601,        11,     7.506,     7.254
       601,        12,     4.376,     4.376
       602,         1,     1.305,     1.305
       602,         2,     0.551,     0.078
       602,         3,     7.667,     1.033
       602,         4,    19.827,     3.639
       602,         5,    56.426,     9.786
       602,         6,    72.949,    13.788
       602,         7,    94.751,    19.543
       602,         8,   104.153,    22.444
       602,         9,    75.204,    17.258
       602,        10,    37.517,     9.513
       602,        11,     3.466,     1.731
       602,        12,     0.056,     0.056
       603,         1,     1.424,     1.330
       603,         2,     0.505,     0.105
       603,         3,    11.791,     2.043
       603,         4,    27.785,     5.424
       603,         5,    63.696,    11.483
       603,         6,    80.856,    15.485
       603,         7,   105.461,    22.205
       603,         8,   113.090,    24.432
       603,         9,    79.734,    18.401
       603,        10,    39.152,     9.975
       603,        11,     1.863,     1.457
       603,        12,     0.008,     0.008
       604,         1,     1.428,     1.331
       604,         2,     0.631,     0.130
       604,         3,    13.375,     2.364
       604,         4,    29.207,     5.768
       604,         5,    65.215,    11.908
       604,         6,    82.569,    16.013
       604,         7,   107.406,    22.424
       604,         8,   115.351,    24.922
       604,         9,    81.860,    18.883
       604,        10,    40.867,    10.374
       604,        11,     1.805,     1.493
       604,        12,     0.008,     0.008
       605,         1,     1.421,     1.329
       605,         2,     0.006,     0.006
       605,         3,     6.776,     1.051
       605,         4,    34.348,     6.626
       605,         5,    67.121,    12.395
       605,         6,    81.140,    15.646
       605,         7,   103.384,    21.502
       605,         8,   110.561,    23.868
       605,         9,    76.293,    17.657
       605,        10,    37.225,     9.492
       605,        11,     1.559,     1.339
       605,        12,     0.007,     0.007
       606,         1,     1.435,     1.334
       606,         2,     0.006,     0.006
       606,         3,     0.995,     0.055
       606,         4,    44.926,     8.355
       606,         5,    76.263,    14.450
       606,         6,    91.607,    18.428
       606,         7,   115.047,    24.487
       606,         8,   121.591,    26.301
       606,         9,    86.372,    19.928
       606,        10,    43.471,    11.017
       606,        11,     1.772,     1.561
       606,        12,     0.008,     0.008
       607,         1,     1.516,     1.351
       607,         2,     0.010,     0.009
       607,         3,     1.436,     0.083
       607,         4,    48.507,     8.808
       607,         5,    83.521,    16.040
       607,         6,   101.143,    21.084
       607,         7,   125.814,    27.037
       607,         8,   131.969,    28.657
       607,         9,    94.317,    21.797
       607,        10,    47.510,    12.050
       607,        11,     1.966,     1.715
       607,        12,     0.009,     0.009
       608,         1,     1.560,     1.359
       608,         2,     0.013,     0.010
       608,         3,     1.651,     0.097
       608,         4,    37.690,     6.243
       608,         5,    98.930,    19.409
       608,         6,   116.854,    24.393
       608,         7,   139.659,    30.051
       608,         8,   142.850,    31.097
       608,         9,   101.428,    23.485
       608,        10,    45.784,    11.934
       608,        11,     1.908,     1.640
       608,        12,     0.008,     0.008
       609,         1,     3.402,     3.402
       609,         2,     2.638,     2.360
       609,         3,    10.738,     5.203
       609,         4,    27.644,     9.833
       609,         5,    76.621,    15.599
       609,         6,    91.264,    15.995
       609,         7,   105.280,    16.820
       609,         8,   102.575,    16.229
       609,         9,    85.220,    15.604
       609,        10,    48.574,    14.321
       609,        11,     8.048,     7.546
       609,        12,     4.503,     4.503
       610,         1,     3.394,     3.394
       610,         2,     2.200,     2.150
       610,         3,     6.285,     3.444
       610,         4,    31.889,     9.934
       610,         5,    82.019,    15.923
       610,         6,    91.852,    16.015
       610,         7,   103.448,    16.787
       610,         8,   100.954,    16.174
       610,         9,    84.616,    15.584
       610,        10,    48.513,    14.315
       610,        11,     7.861,     7.495
       610,        12,     4.483,     4.483
       611,         1,     3.424,     3.424
       611,         2,     2.253,     2.186
       611,         3,     7.547,     3.978
       611,         4,    33.041,    10.229
       611,         5,    84.734,    16.040
       611,         6,    98.229,    16.180
       611,         7,   112.908,    16.996
       611,         8,   109.139,    16.408
       611,         9,    89.550,    15.768
       611,        10,    50.773,    14.504
       611,        11,     8.078,     7.608
       611,        12,     4.536,     4.536
       612,         1,     1.307,     1.306
       612,         2,     0.910,     0.187
       612,         3,    12.723,     2.127
       612,         4,    27.564,     5.670
       612,         5,    67.344,    13.258
       612,         6,    77.925,    16.694
       612,         7,    90.070,    19.769
       612,         8,    89.256,    19.705
       612,         9,    76.923,    17.185
       612,        10,    43.492,    10.756
       612,        11,     2.382,     1.708
       612,        12,     0.017,     0.017
       613,         1,     1.305,     1.305
       613,         2,     0.168,     0.036
       613,         3,    10.277,     1.583
       613,         4,    26.733,     5.349
       613,         5,    67.704,    13.862
       613,         6,    78.170,    16.765
       613,         7,    90.657,    19.882
       613,         8,    89.933,    19.851
       613,         9,    77.498,    17.314
       613,        10,    43.497,    10.773
       613,        11,     2.672,     1.769
       613,        12,     0.016,     0.016
       614,         1,     1.305,     1.305
       614,         2,     0.075,     0.004
       614,         3,     8.664,     1.224
       614,         4,    25.224,     4.676
       614,         5,    66.734,    13.653
       614,         6,    76.408,    16.401
       614,         7,    89.743,    19.646
       614,         8,    89.887,    19.814
       614,         9,    78.192,    17.442
       614,        10,    43.431,    10.782
       614,        11,     3.080,     1.849
       614,        12,     0.025,     0.025
       615,         1,     1.305,     1.305
       615,         2,     0.130,     0.033
       615,         3,    10.034,     1.496
       615,         4,    27.043,     5.400
       615,         5,    69.461,    14.194
       615,         6,    81.857,    17.533
       615,         7,    96.078,    21.019
       615,         8,    94.457,    20.865
       615,         9,    80.062,    17.938
       615,        10,    44.517,    11.049
       615,        11,     2.805,     1.823
       615,        12,     0.020,     0.020
       616,         1,     1.219,     1.218
       616,         2,     0.007,     0.001
       616,         3,     4.067,     0.317
       616,         4,    20.193,     2.903
       616,         5,    62.695,    10.926
       616,         6,    77.112,    15.391
       616,         7,    93.189,    18.922
       616,         8,    93.541,    19.369
       616,         9,    78.366,    16.609
       616,        10,    42.635,    10.281
       616,        11,     3.520,     2.064
       616,        12,     0.037,     0.037
       617,         1,     1.094,     1.094
       617,         2,     0.221,     0.035
       617,         3,     4.790,     0.258
       617,         4,    18.920,     2.297
       617,         5,    56.368,     7.944
       617,         6,    67.198,    12.547
       617,         7,    79.173,    15.199
       617,         8,    80.246,    15.423
       617,         9,    70.026,    13.541
       617,        10,    38.394,     8.279
       617,        11,     2.373,     1.427
       617,        12,     0.012,     0.012
       618,         1,     1.218,     1.116
       618,         2,     0.006,     0.006
       618,         3,     6.208,     0.996
       618,         4,    31.304,     4.694
       618,         5,    64.801,     9.776
       618,         6,    74.697,    13.988
       618,         7,    87.364,    16.616
       618,         8,    86.563,    16.524
       618,         9,    71.814,    13.900
       618,        10,    38.636,     8.328
       618,        11,     1.541,     1.282
       618,        12,     0.009,     0.009
       619,         1,     1.421,     1.329
       619,         2,     0.006,     0.006
       619,         3,     0.000,     0.000
       619,         4,    37.211,     6.853
       619,         5,    69.795,    12.743
       619,         6,    77.450,    15.159
       619,         7,    92.792,    20.053
       619,         8,    91.523,    20.084
       619,         9,    74.014,    16.564
       619,        10,    39.217,     9.831
       619,        11,     1.649,     1.424
       619,        12,     0.007,     0.007
       620,         1,     1.435,     1.333
       620,         2,     0.006,     0.006
       620,         3,     0.214,     0.008
       620,         4,    40.212,     7.264
       620,         5,    73.155,    13.802
       620,         6,    80.005,    16.723
       620,         7,    92.639,    20.246
       620,         8,    92.049,    20.230
       620,         9,    77.687,    17.373
       620,        10,    43.526,    10.780
       620,        11,     1.854,     1.596
       620,        12,     0.008,     0.008
       621,         1,     1.432,     1.333
       621,         2,     0.006,     0.006
       621,         3,     8.328,     1.596
       621,         4,    32.316,     5.980
       621,         5,    67.863,    12.491
       621,         6,    77.404,    16.042
       621,         7,    91.764,    20.001
       621,         8,    91.650,    20.124
       621,         9,    76.921,    17.228
       621,        10,    42.007,    10.465
       621,        11,     1.797,     1.538
       621,        12,     0.008,     0.008
       622,         1,     1.435,     1.334
       622,         2,     0.006,     0.006
       622,         3,     0.318,     0.013
       622,         4,    40.801,     7.309
       622,         5,    74.518,    14.160
       622,         6,    81.240,    17.078
       622,         7,    93.503,    20.473
       622,         8,    93.220,    20.494
       622,         9,    79.098,    17.699
       622,        10,    43.915,    10.902
       622,        11,     1.878,     1.611
       622,        12,     0.008,     0.008
       623,         1,     1.431,     1.333
       623,         2,     0.006,     0.006
       623,         3,     8.089,     1.351
       623,         4,    33.298,     6.155
       623,         5,    70.184,    13.601
       623,         6,    80.034,    16.963
       623,         7,    93.708,    20.515
       623,         8,    93.602,    20.618
       623,         9,    78.425,    17.604
       623,        10,    42.479,    10.608
       623,        11,     1.894,     1.571
       623,        12,     0.008,     0.008
       624,         1,     1.428,     1.332
       624,         2,     0.006,     0.006
       624,         3,     7.573,     1.369
       624,         4,    35.093,     6.534
       624,         5,    70.676,    13.665
       624,         6,    77.624,    16.229
       624,         7,    91.089,    19.913
       624,         8,    91.239,    20.057
       624,         9,    77.084,    17.261
       624,        10,    43.192,    10.698
       624,        11,     1.861,     1.589
       624,        12,     0.008,     0.008
       625,         1,     1.305,     1.305
       625,         2,     0.127,     0.031
       625,         3,     8.641,     1.400
       625,         4,    35.141,     6.798
       625,         5,    71.506,    14.240
       625,         6,    79.362,    16.985
       625,         7,    92.872,    20.339
       625,         8,    93.172,    20.523
       625,         9,    78.638,    17.634
       625,        10,    43.774,    10.862
       625,        11,     1.970,     1.627
       625,        12,     0.008,     0.008
       626,         1,     1.305,     1.305
       626,         2,     0.134,     0.033
       626,         3,     8.808,     1.586
       626,         4,    38.715,     7.596
       626,         5,    75.342,    15.166
       626,         6,    84.518,    18.240
       626,         7,    97.882,    21.434
       626,         8,    98.211,    21.610
