Cell,month,RUNOFF,BASEFLOW
      2580,         7,   151.563,    46.499
      2580,         8,   157.574,    45.836
      2580,         9,   108.867,    43.628
      2580,        10,    59.328,    40.399
      2580,        11,    22.345,    22.318
      2580,        12,    10.341,    10.341
      2581,         1,     6.854,     6.691
      2581,         2,     4.326,     4.255
      2581,         3,     3.599,     3.599
      2581,         4,     6.441,     6.155
      2581,         5,    30.615,    16.117
      2581,         6,   188.428,    41.968
      2581,         7,   219.288,    46.841
      2581,         8,   196.959,    46.184
      2581,         9,   129.798,    44.390
      2581,        10,    35.812,    31.046
      2581,        11,    14.864,    14.838
      2581,        12,     7.112,     7.112
      2582,         1,     6.498,     1.965
      2582,         2,     1.838,     0.442
      2582,         3,     3.806,     0.349
      2582,         4,    10.094,     1.187
      2582,         5,    22.950,     3.084
      2582,         6,   163.812,    25.524
      2582,         7,   266.534,    45.470
      2582,         8,   236.333,    43.044
      2582,         9,   152.646,    29.629
      2582,        10,    18.916,     7.182
      2582,        11,     0.987,     0.568
      2582,        12,     0.010,     0.008
      2583,         1,     5.560,     1.816
      2583,         2,     1.299,     0.332
      2583,         3,     3.092,     0.262
      2583,         4,     8.858,     0.945
      2583,         5,    93.936,    13.924
      2583,         6,   172.777,    29.572
      2583,         7,   201.014,    36.174
      2583,         8,   187.853,    34.174
      2583,         9,   125.958,    24.486
      2583,        10,    22.098,     6.991
      2583,        11,     0.984,     0.669
      2583,        12,     0.005,     0.005
      2584,         1,     1.788,     1.210
      2584,         2,     0.041,     0.027
      2584,         3,     2.411,     0.071
      2584,         4,    33.528,     4.547
      2584,         5,   117.590,    18.894
      2584,         6,   129.326,    24.232
      2584,         7,   165.710,    29.642
      2584,         8,   166.667,    30.257
      2584,         9,   114.707,    22.290
      2584,        10,    46.299,    10.551
      2584,        11,     1.867,     1.494
      2584,        12,     0.014,     0.012
      2585,         1,     4.809,     4.809
      2585,         2,     3.811,     3.750
      2585,         3,     4.770,     4.574
      2585,         4,     8.684,     7.444
      2585,         5,    37.125,    17.386
      2585,         6,   173.176,    41.716
      2585,         7,   193.050,    46.642
      2585,         8,   165.120,    45.644
      2585,         9,   121.356,    44.005
      2585,        10,    36.531,    31.204
      2585,        11,    15.305,    15.258
      2585,        12,     7.328,     7.328
      2586,         1,     5.410,     5.410
      2586,         2,     3.772,     3.772
      2586,         3,     4.500,     4.500
      2586,         4,     8.658,     7.624
      2586,         5,   105.717,    37.734
      2586,         6,   137.549,    43.306
      2586,         7,   161.061,    46.495
      2586,         8,   149.633,    45.547
      2586,         9,   113.641,    43.758
      2586,        10,    46.137,    34.866
      2586,        11,    18.272,    18.218
      2586,        12,     8.614,     8.614
      2587,         1,     6.015,     6.015
      2587,         2,     2.805,     2.805
      2587,         3,     2.652,     2.652
      2587,         4,    14.416,    11.288
      2587,         5,   100.749,    39.956
      2587,         6,   129.850,    44.347
      2587,         7,   152.509,    46.422
      2587,         8,   145.622,    45.523
      2587,         9,   111.496,    43.678
      2587,        10,    57.312,    38.660
      2587,        11,    21.256,    21.202
      2587,        12,     9.902,     9.902
      2588,         1,     5.388,     5.388
      2588,         2,     3.729,     3.729
      2588,         3,     4.447,     4.447
      2588,         4,     8.629,     7.616
      2588,         5,   104.030,    37.650
      2588,         6,   134.719,    43.246
      2588,         7,   157.153,    46.471
      2588,         8,   146.687,    45.524
      2588,         9,   111.925,    43.695
      2588,        10,    45.763,    34.761
      2588,        11,    18.175,    18.125
      2588,        12,     8.566,     8.566
      2589,         1,     5.358,     5.358
      2589,         2,     3.691,     3.691
      2589,         3,     4.289,     4.289
      2589,         4,     8.156,     7.265
      2589,         5,   102.380,    37.422
      2589,         6,   132.945,    43.135
      2589,         7,   154.972,    46.408
      2589,         8,   144.820,    45.398
      2589,         9,   110.285,    43.602
      2589,        10,    45.156,    34.618
      2589,        11,    18.023,    17.981
      2589,        12,     8.493,     8.493
      2590,         1,     5.751,     5.751
      2590,         2,     2.626,     2.626
      2590,         3,     2.320,     2.320
      2590,         4,    13.424,    10.594
      2590,         5,    97.940,    39.517
      2590,         6,   124.049,    44.107
      2590,         7,   142.646,    46.222
      2590,         8,   136.990,    45.193
      2590,         9,   105.751,    43.380
      2590,        10,    52.487,    37.055
      2590,        11,    19.956,    19.917
      2590,        12,     9.325,     9.325
      2591,         1,     5.717,     5.717
      2591,         2,     2.591,     2.591
      2591,         3,     2.174,     2.174
      2591,         4,    12.753,     9.916
      2591,         5,    96.257,    39.151
      2591,         6,   122.389,    43.974
      2591,         7,   140.067,    46.136
      2591,         8,   134.711,    45.023
      2591,         9,   103.998,    43.247
      2591,        10,    51.874,    36.896
      2591,        11,    19.786,    19.754
      2591,        12,     9.242,     9.242
      2592,         1,     6.223,     6.223
      2592,         2,     2.772,     2.772
      2592,         3,     2.168,     2.168
      2592,         4,    23.621,    20.279
      2592,         5,    87.366,    42.545
      2592,         6,   100.172,    43.260
      2592,         7,   123.221,    45.683
      2592,         8,   122.768,    44.429
      2592,         9,    96.378,    42.745
      2592,        10,    57.212,    40.000
      2592,        11,    22.266,    22.238
      2592,        12,    10.309,    10.309
      2593,         1,     6.179,     6.179
      2593,         2,     2.737,     2.737
      2593,         3,     2.037,     2.037
      2593,         4,    21.463,    18.122
      2593,         5,    85.694,    41.644
      2593,         6,    98.433,    43.024
      2593,         7,   118.678,    45.465
      2593,         8,   118.954,    44.073
      2593,         9,    93.258,    42.455
      2593,        10,    56.213,    39.736
      2593,        11,    22.044,    22.023
      2593,        12,    10.204,    10.204
      2594,         1,     6.132,     6.132
      2594,         2,     2.698,     2.698
      2594,         3,     1.992,     1.992
      2594,         4,    21.872,    19.213
      2594,         5,    81.042,    41.746
      2594,         6,    91.889,    42.742
      2594,         7,   112.597,    45.268
      2594,         8,   114.098,    43.985
      2594,         9,    90.370,    42.236
      2594,        10,    54.512,    39.382
      2594,        11,    21.828,    21.807
      2594,        12,    10.107,    10.107
      2595,         1,     6.183,     6.183
      2595,         2,     2.752,     2.752
      2595,         3,     2.260,     2.260
      2595,         4,    22.806,    20.044
      2595,         5,    84.033,    42.406
      2595,         6,    95.130,    43.080
      2595,         7,   117.059,    45.497
      2595,         8,   117.931,    44.393
      2595,         9,    93.487,    42.547
      2595,        10,    55.583,    39.693
      2595,        11,    22.091,    22.063
      2595,        12,    10.231,    10.231
      2596,         1,     5.846,     5.846
      2596,         2,     2.641,     2.641
      2596,         3,     2.257,     2.257
      2596,         4,    15.018,    12.019
      2596,         5,    90.856,    39.232
      2596,         6,   111.922,    43.668
      2596,         7,   130.874,    45.907
      2596,         8,   129.026,    44.782
      2596,         9,   101.411,    43.077
      2596,        10,    53.202,    37.803
      2596,        11,    20.447,    20.418
      2596,        12,     9.509,     9.509
      2597,         1,     5.859,     5.859
      2597,         2,     2.635,     2.635
      2597,         3,     2.148,     2.148
      2597,         4,    15.133,    11.775
      2597,         5,    93.360,    39.210
      2597,         6,   117.743,    43.713
      2597,         7,   138.274,    46.043
      2597,         8,   135.163,    44.904
      2597,         9,   103.612,    43.192
      2597,        10,    53.794,    37.893
      2597,        11,    20.481,    20.456
      2597,        12,     9.529,     9.529
      2598,         1,     6.173,     6.173
      2598,         2,     2.683,     2.683
      2598,         3,     3.567,     3.567
      2598,         4,    21.479,    18.861
      2598,         5,    77.220,    40.709
      2598,         6,    92.519,    42.637
      2598,         7,   117.138,    45.399
      2598,         8,   119.223,    44.121
      2598,         9,    92.402,    42.394
      2598,        10,    54.417,    39.345
      2598,        11,    21.726,    21.708
      2598,        12,    10.061,    10.061
      2599,         1,     6.121,     6.121
      2599,         2,     2.646,     2.646
      2599,         3,     1.742,     1.742
      2599,         4,    21.116,    18.445
      2599,         5,    78.156,    41.108
      2599,         6,    88.015,    42.360
      2599,         7,   109.911,    45.122
      2599,         8,   113.956,    43.874
      2599,         9,    90.286,    42.210
      2599,        10,    53.778,    39.193
      2599,        11,    21.657,    21.637
      2599,        12,    10.029,    10.029
      2600,         1,     6.168,     6.168
      2600,         2,     2.674,     2.674
      2600,         3,     1.806,     1.806
      2600,         4,    20.412,    17.267
      2600,         5,    81.210,    40.906
      2600,         6,    93.234,    42.656
      2600,         7,   116.409,    45.371
      2600,         8,   119.112,    44.165
      2600,         9,    93.298,    42.464
      2600,        10,    54.890,    39.414
      2600,        11,    21.776,    21.756
      2600,        12,    10.082,    10.082
      2601,         1,     5.839,     5.839
      2601,         2,     2.598,     2.598
      2601,         3,     2.130,     2.130
      2601,         4,    12.842,     9.917
      2601,         5,    91.901,    38.737
      2601,         6,   116.244,    43.753
      2601,         7,   135.309,    46.022
      2601,         8,   133.013,    44.900
      2601,         9,   102.972,    43.175
      2601,        10,    53.051,    37.779
      2601,        11,    20.404,    20.377
      2601,        12,     9.492,     9.492
      2602,         1,     5.769,     5.769
      2602,         2,     2.583,     2.583
      2602,         3,     1.966,     1.966
      2602,         4,    14.223,    11.290
      2602,         5,    88.212,    38.674
      2602,         6,   111.952,    43.604
      2602,         7,   131.151,    45.902
      2602,         8,   129.839,    44.717
      2602,         9,    99.326,    42.898
      2602,        10,    51.153,    37.274
      2602,        11,    20.026,    20.005
      2602,        12,     9.323,     9.323
      2603,         1,     5.717,     5.717
      2603,         2,     2.613,     2.613
      2603,         3,     2.414,     2.414
      2603,         4,    13.850,    10.584
      2603,         5,    99.404,    39.541
      2603,         6,   124.526,    44.060
      2603,         7,   145.265,    46.259
      2603,         8,   141.779,    45.262
      2603,         9,   108.276,    43.518
      2603,        10,    52.286,    37.022
      2603,        11,    19.806,    19.773
      2603,        12,     9.247,     9.247
      2604,         1,     5.936,     5.936
      2604,         2,     2.726,     2.726
      2604,         3,     2.580,     2.580
      2604,         4,    14.484,    10.938
      2604,         5,   100.241,    39.728
      2604,         6,   127.928,    44.215
      2604,         7,   151.808,    46.406
      2604,         8,   147.950,    45.477
      2604,         9,   111.974,    43.699
      2604,        10,    56.152,    38.433
      2604,        11,    20.893,    20.856
      2604,        12,     9.720,     9.720
      2605,         1,     4.806,     4.806
      2605,         2,     3.595,     3.590
      2605,         3,     4.702,     4.651
      2605,         4,     8.864,     7.594
      2605,         5,    52.580,    21.010
      2605,         6,   179.318,    42.354
      2605,         7,   204.114,    46.769
      2605,         8,   178.239,    45.992
      2605,         9,   127.559,    44.294
      2605,        10,    37.057,    31.366
      2605,        11,    15.307,    15.264
      2605,        12,     7.323,     7.323
      2606,         1,     5.604,     5.604
      2606,         2,     2.636,     2.636
      2606,         3,     2.853,     2.853
      2606,         4,    16.028,    12.129
      2606,         5,   113.593,    40.954
      2606,         6,   140.272,    44.622
      2606,         7,   166.268,    46.636
      2606,         8,   159.493,    45.878
      2606,         9,   118.731,    44.010
      2606,        10,    50.434,    36.241
      2606,        11,    19.265,    19.209
      2606,        12,     9.037,     9.037
      2607,         1,     6.395,     6.395
      2607,         2,     2.907,     2.907
      2607,         3,     2.750,     2.750
      2607,         4,    19.299,    15.413
      2607,         5,    97.060,    40.720
      2607,         6,   127.295,    44.335
      2607,         7,   159.078,    46.527
      2607,         8,   155.168,    45.791
      2607,         9,   115.330,    43.885
      2607,        10,    63.625,    41.258
      2607,        11,    23.147,    23.100
      2607,        12,    10.712,    10.712
      2608,         1,     6.358,     6.358
      2608,         2,     2.879,     2.879
      2608,         3,     2.704,     2.704
      2608,         4,    27.821,    22.519
      2608,         5,    97.932,    43.620
      2608,         6,   115.987,    44.022
      2608,         7,   151.617,    46.458
      2608,         8,   150.675,    45.725
      2608,         9,   112.529,    43.774
      2608,        10,    62.139,    41.018
      2608,        11,    22.966,    22.921
      2608,        12,    10.630,    10.630
      2609,         1,     6.273,     6.273
      2609,         2,     2.808,     2.808
      2609,         3,     4.797,     4.797
      2609,         4,    25.564,    22.163
      2609,         5,    87.018,    42.799
      2609,         6,   105.270,    43.658
      2609,         7,   137.443,    46.160
      2609,         8,   138.553,    45.458
      2609,         9,   104.906,    43.365
      2609,        10,    58.705,    40.399
      2609,        11,    22.557,    22.516
      2609,        12,    10.446,    10.446
      2610,         1,     6.265,     6.265
      2610,         2,     2.795,     2.795
      2610,         3,     2.596,     2.596
      2610,         4,    25.025,    21.373
      2610,         5,    89.540,    43.054
      2610,         6,   105.337,    43.651
      2610,         7,   136.088,    46.128
      2610,         8,   137.526,    45.428
      2610,         9,   104.258,    43.318
      2610,        10,    58.491,    40.348
      2610,        11,    22.520,    22.479
      2610,        12,    10.429,    10.429
      2611,         1,     6.350,     6.350
      2611,         2,     2.823,     2.823
      2611,         3,     8.257,     8.257
      2611,         4,    23.061,    21.627
      2611,         5,    72.863,    41.101
      2611,         6,    97.305,    43.258
      2611,         7,   130.899,    45.963
      2611,         8,   133.612,    45.251
      2611,         9,   101.156,    43.120
      2611,        10,    56.441,    39.916
      2611,        11,    22.855,    22.747
      2611,        12,    10.662,    10.662
      2612,         1,     5.874,     5.874
      2612,         2,     2.648,     2.648
      2612,         3,     2.315,     2.315
      2612,         4,    13.864,    10.313
      2612,         5,    97.845,    39.212
      2612,         6,   127.079,    44.106
      2612,         7,   151.073,    46.381
      2612,         8,   146.794,    45.393
      2612,         9,   108.667,    43.540
      2612,        10,    54.498,    38.046
      2612,        11,    20.576,    20.547
      2612,        12,     9.578,     9.578
      2613,         1,     6.820,     6.820
      2613,         2,     4.088,     4.088
      2613,         3,     2.921,     2.921
      2613,         4,     5.321,     5.221
      2613,         5,   102.496,    36.454
      2613,         6,   135.310,    42.844
      2613,         7,   161.330,    46.365
      2613,         8,   154.118,    45.234
      2613,         9,   112.864,    43.647
      2613,        10,    44.078,    34.330
      2613,        11,    17.561,    17.538
      2613,        12,     8.269,     8.269
      2614,         1,     6.229,     6.229
      2614,         2,     3.821,     3.821
      2614,         3,     2.714,     2.714
      2614,         4,     5.069,     4.982
      2614,         5,    70.544,    26.276
      2614,         6,   152.686,    41.990
      2614,         7,   174.173,    46.421
      2614,         8,   159.230,    45.261
      2614,         9,   114.905,    43.744
      2614,        10,    34.700,    30.622
      2614,        11,    14.640,    14.618
      2614,        12,     7.007,     7.007
      2615,         1,     1.703,     1.388
      2615,         2,     0.022,     0.016
      2615,         3,     0.921,     0.050
      2615,         4,    23.077,     3.534
      2615,         5,   115.849,    22.105
      2615,         6,   119.505,    25.713
      2615,         7,   146.063,    31.276
      2615,         8,   142.544,    31.274
      2615,         9,   107.341,    24.557
      2615,        10,    45.937,    12.143
      2615,        11,     1.939,     1.651
      2615,        12,     0.008,     0.008
      2616,         1,     5.932,     5.932
      2616,         2,     2.569,     2.569
      2616,         3,     1.396,     1.396
      2616,         4,    16.843,    11.662
      2616,         5,    79.741,    36.742
      2616,         6,   102.858,    42.634
      2616,         7,   125.230,    45.593
      2616,         8,   128.002,    44.352
      2616,         9,    96.347,    42.664
      2616,        10,    52.702,    38.015
      2616,        11,    20.595,    20.581
      2616,        12,     9.569,     9.569
      2617,         1,     6.083,     6.083
      2617,         2,     2.628,     2.628
      2617,         3,     1.489,     1.489
      2617,         4,    21.747,    18.298
      2617,         5,    77.406,    40.302
      2617,         6,    87.498,    42.192
      2617,         7,   115.182,    45.383
      2617,         8,   120.324,    44.215
      2617,         9,    90.209,    42.254
      2617,        10,    53.068,    38.955
      2617,        11,    21.456,    21.440
      2617,        12,     9.943,     9.943
      2618,         1,     6.158,     6.158
      2618,         2,     2.677,     2.677
      2618,         3,     1.536,     1.536
      2618,         4,    20.925,    17.093
      2618,         5,    79.460,    40.079
      2618,         6,    93.522,    42.640
      2618,         7,   120.778,    45.585
      2618,         8,   125.298,    44.605
      2618,         9,    94.668,    42.675
      2618,        10,    54.486,    39.330
      2618,        11,    21.661,    21.642
      2618,        12,    10.032,    10.032
      2619,         1,     1.448,     1.337
      2619,         2,     0.006,     0.006
      2619,         3,     0.620,     0.031
      2619,         4,    47.162,     8.645
      2619,         5,    82.116,    15.511
      2619,         6,    86.456,    18.316
      2619,         7,   116.002,    24.743
      2619,         8,   119.327,    26.012
      2619,         9,    92.550,    21.014
      2619,        10,    47.588,    12.016
      2619,        11,     1.986,     1.723
      2619,        12,     0.009,     0.009
      2620,         1,     1.305,     1.305
      2620,         2,     0.716,     0.118
      2620,         3,    10.589,     1.766
      2620,         4,    24.467,     4.757
      2620,         5,    63.147,    10.924
      2620,         6,    71.651,    14.246
      2620,         7,   102.400,    21.634
      2620,         8,   108.125,    23.496
      2620,         9,    84.011,    19.031
      2620,        10,    42.192,    10.703
      2620,        11,     3.906,     1.956
      2620,        12,     0.063,     0.063
      2621,         1,     1.094,     1.094
      2621,         2,     0.697,     0.095
      2621,         3,     7.570,     0.857
      2621,         4,    18.843,     2.972
      2621,         5,    54.073,     7.884
      2621,         6,    58.388,    10.194
      2621,         7,    85.091,    15.656
      2621,         8,    93.113,    17.561
      2621,         9,    73.344,    14.214
      2621,        10,    37.814,     8.257
      2621,        11,     3.023,     1.509
      2621,        12,     0.038,     0.038
      2622,         1,     1.094,     1.094
      2622,         2,     0.000,     0.000
      2622,         3,     2.083,     0.068
      2622,         4,     8.031,     0.582
      2622,         5,    37.443,     2.579
      2622,         6,    43.168,     5.501
      2622,         7,    70.662,    12.965
      2622,         8,    79.659,    15.536
      2622,         9,    61.828,    12.394
      2622,        10,    29.644,     6.763
      2622,        11,     1.916,     1.114
      2622,        12,     0.019,     0.015
      2623,         1,     0.000,     0.000
      2623,         2,     0.000,     0.000
      2623,         3,     0.401,     0.013
      2623,         4,     6.257,     0.486
      2623,         5,    30.541,     1.816
      2623,         6,    35.220,     3.530
      2623,         7,    61.038,     9.806
      2623,         8,    72.462,    14.737
      2623,         9,    58.567,    12.159
      2623,        10,    26.903,     6.398
      2623,        11,     1.586,     1.007
      2623,        12,     0.007,     0.007
      2624,         1,     0.000,     0.000
      2624,         2,     0.000,     0.000
      2624,         3,     2.026,     0.117
      2624,         4,    11.926,     1.292
      2624,         5,    44.596,     4.204
      2624,         6,    51.040,     7.648
      2624,         7,    80.380,    15.485
      2624,         8,    90.657,    19.527
      2624,         9,    71.496,    16.099
      2624,        10,    34.869,     8.884
      2624,        11,     2.367,     1.434
      2624,        12,     0.025,     0.018
      2625,         1,     1.320,     1.308
      2625,         2,     0.000,     0.000
      2625,         3,     3.701,     0.217
      2625,         4,    14.520,     1.691
      2625,         5,    49.252,     6.452
      2625,         6,    57.483,    10.546
      2625,         7,    89.183,    18.221
      2625,         8,    96.983,    20.973
      2625,         9,    73.718,    16.714
      2625,        10,    35.784,     9.133
      2625,        11,     2.637,     1.514
      2625,        12,     0.026,     0.026
      2626,         1,     1.305,     1.305
      2626,         2,     0.542,     0.104
      2626,         3,     9.954,     1.472
      2626,         4,    23.879,     4.535
      2626,         5,    61.742,    10.719
      2626,         6,    70.301,    14.108
      2626,         7,   102.871,    21.835
      2626,         8,   109.442,    23.762
      2626,         9,    83.630,    19.004
      2626,        10,    41.953,    10.643
      2626,        11,     3.743,     1.917
      2626,        12,     0.057,     0.057
      2627,         1,     3.496,     3.440
      2627,         2,     2.097,     2.097
      2627,         3,     4.768,     2.675
      2627,         4,    36.128,     9.550
      2627,         5,    83.266,    15.723
      2627,         6,    91.066,    15.917
      2627,         7,   123.753,    17.144
      2627,         8,   127.785,    16.678
      2627,         9,    94.833,    15.911
      2627,        10,    48.745,    14.285
      2627,        11,     7.671,     7.412
      2627,        12,     4.448,     4.448
      2628,         1,     3.646,     3.522
      2628,         2,     2.151,     2.150
      2628,         3,     2.070,     1.784
      2628,         4,    41.379,    10.044
      2628,         5,    91.685,    16.102
      2628,         6,    98.935,    16.129
      2628,         7,   132.464,    17.262
      2628,         8,   135.793,    16.803
      2628,         9,   100.793,    16.080
      2628,        10,    51.411,    14.512
      2628,        11,     7.732,     7.495
      2628,        12,     4.488,     4.488
      2629,         1,     6.379,     6.379
      2629,         2,     2.817,     2.817
      2629,         3,     2.397,     2.397
      2629,         4,    27.182,    21.453
      2629,         5,    91.143,    42.478
      2629,         6,   106.050,    43.518
      2629,         7,   141.699,    46.242
      2629,         8,   145.788,    45.482
      2629,         9,   107.315,    43.496
      2629,        10,    58.744,    40.304
      2629,        11,    22.300,    22.271
      2629,        12,    10.316,    10.316
      2630,         1,     6.967,     6.965
      2630,         2,     4.191,     4.189
      2630,         3,     3.848,     3.848
      2630,         4,     6.849,     6.599
      2630,         5,   108.791,    37.350
      2630,         6,   144.091,    43.347
      2630,         7,   175.500,    46.702
      2630,         8,   168.901,    45.856
      2630,         9,   120.508,    44.069
      2630,        10,    45.692,    34.747
      2630,        11,    17.926,    17.890
      2630,        12,     8.444,     8.444
      2631,         1,     7.057,     7.047
      2631,         2,     4.278,     4.272
      2631,         3,     3.931,     3.931
      2631,         4,     6.909,     6.643
      2631,         5,   111.383,    37.503
      2631,         6,   150.044,    43.523
      2631,         7,   184.372,    46.781
      2631,         8,   175.920,    46.015
      2631,         9,   123.687,    44.188
      2631,        10,    46.317,    34.897
      2631,        11,    18.045,    18.006
      2631,        12,     8.502,     8.502
      2632,         1,     6.547,     6.524
      2632,         2,     4.091,     4.078
      2632,         3,     3.969,     3.969
      2632,         4,     7.197,     6.865
      2632,         5,    80.299,    27.601
      2632,         6,   174.970,    42.954
      2632,         7,   206.505,    46.844
      2632,         8,   188.109,    46.162
      2632,         9,   130.079,    44.415
      2632,        10,    36.923,    31.334
      2632,        11,    15.219,    15.179
      2632,        12,     7.283,     7.283
      2633,         1,     6.949,     6.769
      2633,         2,     4.422,     4.332
      2633,         3,     4.043,     4.043
      2633,         4,     6.827,     6.484
      2633,         5,    20.809,    13.139
      2633,         6,   200.447,    41.885
      2633,         7,   230.615,    46.786
      2633,         8,   200.874,    46.117
      2633,         9,   135.988,    44.503
      2633,        10,    36.367,    31.300
      2633,        11,    15.102,    15.069
      2633,        12,     7.229,     7.229
      2634,         1,     6.853,     6.837
      2634,         2,     4.173,     4.165
      2634,         3,     3.107,     3.107
      2634,         4,     5.654,     5.489
      2634,         5,    88.886,    30.123
      2634,         6,   162.429,    42.825
      2634,         7,   197.219,    46.731
      2634,         8,   183.388,    45.948
      2634,         9,   126.146,    44.260
      2634,        10,    42.515,    33.506
      2634,        11,    16.852,    16.824
      2634,        12,     7.976,     7.976
      2635,         1,     3.727,     3.585
      2635,         2,     2.187,     2.187
      2635,         3,     2.132,     1.826
      2635,         4,    32.708,     7.880
      2635,         5,   105.450,    15.662
      2635,         6,   122.409,    16.387
      2635,         7,   159.279,    17.412
      2635,         8,   158.125,    17.005
      2635,         9,   111.951,    16.331
      2635,        10,    57.367,    14.895
      2635,        11,     7.884,     7.650
      2635,        12,     4.559,     4.559
      2636,         1,     1.663,     1.380
      2636,         2,     0.020,     0.015
      2636,         3,     1.267,     0.073
      2636,         4,    52.191,     9.564
      2636,         5,    91.802,    17.892
      2636,         6,   103.181,    21.906
      2636,         7,   139.729,    29.635
      2636,         8,   141.982,    30.994
      2636,         9,   103.208,    23.772
      2636,        10,    52.266,    13.245
      2636,        11,     2.164,     1.889
      2636,        12,     0.010,     0.010
      2637,         1,     1.306,     1.306
      2637,         2,     1.605,     0.307
      2637,         3,    11.642,     1.987
      2637,         4,    26.841,     5.317
      2637,         5,    69.455,    12.433
      2637,         6,    83.442,    16.801
      2637,         7,   121.495,    25.589
      2637,         8,   127.666,    27.695
      2637,         9,    92.990,    21.353
      2637,        10,    45.625,    11.641
      2637,        11,     5.286,     2.321
      2637,        12,     0.112,     0.112
      2638,         1,     1.305,     1.305
      2638,         2,     0.000,     0.000
      2638,         3,     4.735,     0.308
      2638,         4,    16.769,     2.275
      2638,         5,    54.717,     7.559
      2638,         6,    64.971,    12.238
      2638,         7,    97.793,    19.731
      2638,         8,   107.857,    23.249
      2638,         9,    80.733,    18.385
      2638,        10,    39.433,    10.058
      2638,        11,     3.561,     1.803
      2638,        12,     0.091,     0.062
      2639,         1,     0.000,     0.000
      2639,         2,     0.000,     0.000
      2639,         3,     1.722,     0.059
      2639,         4,     8.546,     0.637
      2639,         5,    35.025,     1.861
      2639,         6,    41.436,     5.046
      2639,         7,    72.001,    12.619
      2639,         8,    83.827,    16.210
      2639,         9,    62.732,    12.718
      2639,        10,    29.865,     6.806
      2639,        11,     2.172,     1.165
      2639,        12,     0.036,     0.025
      2640,         1,     1.094,     1.094
      2640,         2,     1.179,     0.159
      2640,         3,     8.195,     0.974
      2640,         4,    17.133,     2.604
      2640,         5,    48.430,     6.794
      2640,         6,    54.351,     9.443
      2640,         7,    85.118,    15.443
      2640,         8,    94.640,    17.826
      2640,         9,    69.346,    13.793
      2640,        10,    34.532,     7.599
      2640,        11,     2.856,     1.390
      2640,        12,     0.039,     0.039
      2641,         1,     1.446,     1.337
      2641,         2,     0.007,     0.006
      2641,         3,    14.128,     2.493
      2641,         4,    30.387,     5.966
      2641,         5,    64.727,    11.634
      2641,         6,    72.442,    14.884
      2641,         7,   106.167,    22.449
      2641,         8,   114.026,    24.691
      2641,         9,    84.443,    19.296
      2641,        10,    42.698,    10.807
      2641,        11,     3.143,     1.817
      2641,        12,     0.044,     0.044
      2642,         1,     3.563,     3.467
      2642,         2,     2.116,     2.115
      2642,         3,     1.813,     1.663
      2642,         4,    40.114,     9.525
      2642,         5,    84.647,    15.577
      2642,         6,    91.576,    15.804
      2642,         7,   125.260,    17.160
      2642,         8,   130.941,    16.618
      2642,         9,    93.972,    15.887
      2642,        10,    48.530,    14.244
      2642,        11,     7.572,     7.374
      2642,        12,     4.436,     4.436
      2643,         1,     3.618,     3.511
      2643,         2,     2.149,     2.146
      2643,         3,    11.500,     4.815
      2643,         4,    29.880,     9.455
      2643,         5,    73.008,    15.111
      2643,         6,    88.692,    15.771
      2643,         7,   128.563,    17.207
      2643,         8,   135.105,    16.755
      2643,         9,    95.190,    15.926
      2643,        10,    46.913,    14.137
      2643,        11,     8.739,     7.627
      2643,        12,     4.534,     4.534
      2644,         1,     3.424,     3.424
      2644,         2,     2.524,     2.303
      2644,         3,     9.126,     4.233
      2644,         4,    25.533,     8.514
      2644,         5,    68.170,    14.791
      2644,         6,    83.465,    15.640
      2644,         7,   119.001,    17.099
      2644,         8,   126.733,    16.612
      2644,         9,    91.000,    15.761
      2644,        10,    44.654,    13.935
      2644,        11,     9.717,     7.803
      2644,        12,     4.611,     4.611
      2645,         1,     3.575,     3.485
      2645,         2,     2.125,     2.124
      2645,         3,     2.095,     1.783
      2645,         4,    42.735,     9.978
      2645,         5,    90.146,    15.874
      2645,         6,    97.407,    16.011
      2645,         7,   130.788,    17.239
      2645,         8,   136.390,    16.764
      2645,         9,    98.297,    16.024
      2645,        10,    50.545,    14.418
      2645,        11,     7.662,     7.449
      2645,        12,     4.469,     4.469
      2646,         1,     3.593,     3.496
      2646,         2,     2.131,     2.131
      2646,         3,     2.056,     1.771
      2646,         4,    43.400,     9.982
      2646,         5,    91.075,    15.865
      2646,         6,    99.027,    16.009
      2646,         7,   133.662,    17.262
      2646,         8,   139.206,    16.772
      2646,         9,    99.444,    16.059
      2646,        10,    51.190,    14.457
      2646,        11,     7.669,     7.462
      2646,        12,     4.476,     4.476
      2647,         1,     3.513,     3.352
      2647,         2,     2.040,     2.039
      2647,         3,     2.043,     1.718
      2647,         4,    19.226,     4.857
      2647,         5,   117.481,    15.258
      2647,         6,   126.500,    16.291
      2647,         7,   155.150,    17.372
      2647,         8,   154.419,    16.926
      2647,         9,   108.202,    16.256
      2647,        10,    40.565,    12.977
      2647,        11,     6.980,     6.772
      2647,        12,     4.194,     4.194
      2648,         1,     6.583,     3.779
      2648,         2,     3.338,     2.495
      2648,         3,     3.172,     2.240
      2648,         4,     7.633,     3.251
      2648,         5,    35.462,     6.625
      2648,         6,   196.721,    15.960
      2648,         7,   209.430,    17.522
      2648,         8,   185.181,    17.161
      2648,         9,   124.478,    16.519
      2648,        10,    20.550,    10.508
      2648,        11,     5.896,     5.665
      2648,        12,     3.764,     3.764
