ID,Watershed,UZTWM,UZFWM,UZK,ZPERC,REXP,LZTWM,LZFSM,LZFPM,LZSK,LZPK,PFREE
1298,1298,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1299,1299,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1300,1300,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1301,1301,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1302,1302,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1303,1303,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1304,1304,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1305,1305,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1306,1306,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1307,1307,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1308,1308,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1309,1309,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1310,1310,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1311,1311,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1312,1312,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1313,1313,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1314,1314,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1315,1315,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1316,1316,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1317,1317,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1318,1318,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1319,1319,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1320,1320,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1321,1321,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1322,1322,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1323,1323,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1324,1324,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1325,1325,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1326,1326,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1327,1327,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1328,1328,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1329,1329,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1330,1330,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1331,1331,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1332,1332,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1333,1333,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1334,1334,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1335,1335,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1336,1336,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1337,1337,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1338,1338,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1339,1339,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1340,1340,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1341,1341,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1342,1342,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1343,1343,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1344,1344,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1345,1345,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1346,1346,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1347,1347,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1348,1348,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1349,1349,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1350,1350,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1351,1351,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1352,1352,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1353,1353,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1354,1354,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1355,1355,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1356,1356,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1357,1357,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1358,1358,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1359,1359,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1360,1360,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1361,1361,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1362,1362,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1363,1363,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1364,1364,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1365,1365,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1366,1366,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1367,1367,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1368,1368,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1369,1369,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1370,1370,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1371,1371,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1372,1372,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1373,1373,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1374,1374,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1375,1375,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1376,1376,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1377,1377,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1378,1378,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1379,1379,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1380,1380,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1381,1381,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1382,1382,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1383,1383,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1384,1384,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1385,1385,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1386,1386,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1387,1387,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1388,1388,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1389,1389,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1390,1390,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1391,1391,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1392,1392,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1393,1393,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1394,1394,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1395,1395,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1396,1396,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1397,1397,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1398,1398,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1399,1399,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1400,1400,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1401,1401,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1402,1402,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1403,1403,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1404,1404,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1405,1405,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1406,1406,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1407,1407,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1408,1408,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1409,1409,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1410,1410,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1411,1411,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1412,1412,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1413,1413,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1414,1414,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1415,1415,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1416,1416,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1417,1417,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1418,1418,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1419,1419,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1420,1420,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1421,1421,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1422,1422,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1423,1423,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1424,1424,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1425,1425,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1426,1426,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1427,1427,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1428,1428,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1429,1429,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1430,1430,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1431,1431,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1432,1432,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1433,1433,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1434,1434,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1435,1435,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1436,1436,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1437,1437,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1438,1438,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1439,1439,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1440,1440,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1441,1441,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1442,1442,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1443,1443,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1444,1444,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1445,1445,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1446,1446,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1447,1447,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1448,1448,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1449,1449,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1450,1450,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1451,1451,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1452,1452,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1453,1453,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1454,1454,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1455,1455,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1456,1456,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1457,1457,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1458,1458,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1459,1459,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1460,1460,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1461,1461,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1462,1462,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1463,1463,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1464,1464,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1465,1465,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1466,1466,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1467,1467,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1468,1468,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1469,1469,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1470,1470,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1471,1471,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1472,1472,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1473,1473,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1474,1474,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1475,1475,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1476,1476,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1477,1477,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1478,1478,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1479,1479,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1480,1480,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1481,1481,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1482,1482,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1483,1483,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1484,1484,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1485,1485,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1486,1486,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1487,1487,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1488,1488,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1489,1489,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1490,1490,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1491,1491,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1492,1492,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1493,1493,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1494,1494,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1495,1495,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1496,1496,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1497,1497,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1498,1498,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1499,1499,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1500,1500,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1501,1501,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1502,1502,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1503,1503,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1504,1504,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1505,1505,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1506,1506,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1507,1507,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1508,1508,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1509,1509,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1510,1510,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1511,1511,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1512,1512,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1513,1513,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1514,1514,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1515,1515,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1516,1516,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1517,1517,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1518,1518,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1519,1519,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1520,1520,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1521,1521,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1522,1522,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1523,1523,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1524,1524,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1525,1525,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1526,1526,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1527,1527,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1528,1528,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1529,1529,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1530,1530,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1531,1531,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1532,1532,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1533,1533,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1534,1534,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1535,1535,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1536,1536,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1537,1537,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1538,1538,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1539,1539,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1540,1540,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1541,1541,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1542,1542,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1543,1543,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1544,1544,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1545,1545,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1546,1546,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1547,1547,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1548,1548,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1549,1549,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1550,1550,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1551,1551,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1552,1552,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1553,1553,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1554,1554,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1555,1555,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1556,1556,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1557,1557,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1558,1558,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1559,1559,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1560,1560,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1561,1561,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1562,1562,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1563,1563,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
1564,1564,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1565,1565,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1566,1566,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1567,1567,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1568,1568,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1569,1569,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1570,1570,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1571,1571,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1572,1572,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1573,1573,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1574,1574,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1575,1575,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
1576,1576,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1577,1577,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1578,1578,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
1579,1579,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
