ID,Watershed,UZTWM,UZFWM,UZK,ZPERC,REXP,LZTWM,LZFSM,LZFPM,LZSK,LZPK,PFREE
2387,2387,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2388,2388,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2389,2389,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2390,2390,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2391,2391,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2392,2392,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2393,2393,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2394,2394,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2395,2395,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2396,2396,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2397,2397,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2398,2398,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2399,2399,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2400,2400,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2401,2401,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2402,2402,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2403,2403,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2404,2404,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2405,2405,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2406,2406,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2407,2407,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2408,2408,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2409,2409,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2410,2410,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2411,2411,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2412,2412,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2413,2413,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2414,2414,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2415,2415,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2416,2416,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2417,2417,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2418,2418,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2419,2419,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2420,2420,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2421,2421,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2422,2422,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2423,2423,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2424,2424,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2425,2425,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2426,2426,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2427,2427,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2428,2428,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2429,2429,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2430,2430,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2431,2431,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2432,2432,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2433,2433,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2434,2434,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2435,2435,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2436,2436,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2437,2437,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2438,2438,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2439,2439,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2440,2440,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2441,2441,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2442,2442,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2443,2443,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2444,2444,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2445,2445,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2446,2446,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2447,2447,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2448,2448,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2449,2449,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2450,2450,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2451,2451,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2452,2452,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2453,2453,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2454,2454,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2455,2455,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2456,2456,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2457,2457,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2458,2458,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2459,2459,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2460,2460,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2461,2461,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2462,2462,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2463,2463,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2464,2464,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2465,2465,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2466,2466,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2467,2467,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2468,2468,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2469,2469,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2470,2470,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2471,2471,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2472,2472,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2473,2473,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2474,2474,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2475,2475,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2476,2476,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2477,2477,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2478,2478,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2479,2479,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2480,2480,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2481,2481,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2482,2482,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2483,2483,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2484,2484,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2485,2485,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2486,2486,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2487,2487,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2488,2488,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2489,2489,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2490,2490,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2491,2491,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2492,2492,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2493,2493,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2494,2494,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2495,2495,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2496,2496,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2497,2497,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2498,2498,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2499,2499,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2500,2500,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2501,2501,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2502,2502,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2503,2503,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2504,2504,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2505,2505,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2506,2506,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2507,2507,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2508,2508,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2509,2509,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2510,2510,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2511,2511,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2512,2512,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2513,2513,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2514,2514,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2515,2515,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2516,2516,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2517,2517,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2518,2518,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2519,2519,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2520,2520,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2521,2521,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2522,2522,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2523,2523,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2524,2524,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2525,2525,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2526,2526,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2527,2527,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2528,2528,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2529,2529,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2530,2530,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2531,2531,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2532,2532,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2533,2533,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2534,2534,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2535,2535,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2536,2536,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2537,2537,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2538,2538,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2539,2539,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2540,2540,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2541,2541,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2542,2542,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2543,2543,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2544,2544,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2545,2545,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2546,2546,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2547,2547,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2548,2548,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2549,2549,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2550,2550,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2551,2551,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2552,2552,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2553,2553,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2554,2554,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2555,2555,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2556,2556,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2557,2557,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2558,2558,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2559,2559,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2560,2560,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2561,2561,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2562,2562,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2563,2563,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2564,2564,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2565,2565,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2566,2566,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2567,2567,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2568,2568,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2569,2569,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2570,2570,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2571,2571,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2572,2572,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2573,2573,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2574,2574,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2575,2575,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2576,2576,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2577,2577,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2578,2578,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2579,2579,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2580,2580,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2581,2581,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2582,2582,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2583,2583,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2584,2584,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2585,2585,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2586,2586,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2587,2587,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2588,2588,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2589,2589,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2590,2590,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2591,2591,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2592,2592,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2593,2593,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2594,2594,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2595,2595,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2596,2596,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2597,2597,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2598,2598,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2599,2599,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2600,2600,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2601,2601,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2602,2602,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2603,2603,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2604,2604,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2605,2605,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2606,2606,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2607,2607,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2608,2608,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2609,2609,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2610,2610,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2611,2611,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2612,2612,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2613,2613,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2614,2614,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2615,2615,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2616,2616,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2617,2617,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2618,2618,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2619,2619,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2620,2620,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2621,2621,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2622,2622,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2623,2623,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2624,2624,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2625,2625,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2626,2626,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2627,2627,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2628,2628,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2629,2629,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2630,2630,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2631,2631,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2632,2632,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2633,2633,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2634,2634,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2635,2635,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2636,2636,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2637,2637,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2638,2638,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2639,2639,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2640,2640,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2641,2641,34.24,29.96,0.46,49.18,2.6,118.76,20.97,54.07,0.18,0,0.28
2642,2642,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2643,2643,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2644,2644,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2645,2645,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2646,2646,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2647,2647,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2648,2648,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2649,2649,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2650,2650,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2651,2651,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2652,2652,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2653,2653,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2654,2654,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2655,2655,34.24,29.96,0.46,70.54,0.96,13.76,1.93,10.11,0.16,0.01,0.16
2656,2656,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2657,2657,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2658,2658,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2659,2659,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2660,2660,34.24,29.96,0.46,70.23,2.16,125.76,17.61,92.43,0.17,0,0.16
2661,2661,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2662,2662,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2663,2663,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2664,2664,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2665,2665,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2666,2666,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2667,2667,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
2668,2668,26.28,21.9,0.51,60.68,0.96,27.72,1.96,21.14,0.17,0.02,0.09
